location,height,shoulder,waist,hip,gender,type,code,name,color,description,search,sizing,quantity,satisfaction,price,profit,review,buy
club street,152.15,14.3,0,0,female,top,top183,KATIE SWEETHEART BUTTON PUFF SLEEVE TOP,black,"Polyester blend, Fully lined bodice, Non sheer, Stretchable, Sheer sleeve, Elastic arm band, Non-functional buttons",,s,0,2,33.9,0,Love it! i wish they had it in more colors,no
somerset,147.69,17.2,14.7,20,female,dress,dress183,VENICIA SLIT MIDI DRESS,black,"Slight Stretch, Elastic waistband, Elastic band at leg opening, Functional pockets",,l,0,4,34.9,0,Beautiful light and versatile,no
somerset,165.73,0,14.7,19.1,male,bottom,bottom183,THOMAS DENIM BASIC BERMS,brown,"Polyester, Fake Pockets, Non-Stretchable",,s,0,1,30.9,0,Good dirty,no
club street,166.51,13.3,0,0,female,top,top183,CELINE HIGH CUT RIBBED TOP,grey,"Cotton Rib, None, Non sheer, Stretchable",,s,0,3,29.9,0,I wish i had bought it in every color,no
somerset,169.06,14.2,0,0,female,top,top183,GRETA BUTTON KNIT VEST TOP,white,"Knit, Non sheer, Functional buttons, Tortoise Shell Buttons Differ from Piece to Piece",,s,1,2,31.9,31.9,Quality is just not there...,yes
club street,181.74,19.2,0,0,male,top,top183,PIERRE LONG SLEEVED BUTTON SHIRT,white,"Polyester, Functional buttons, Functional wrist buttons",,l,2,2,35.9,71.8,Flannel meets funky,yes
bugis,172.51,17.4,14.8,19.1,female,dress,dress183,ANDRELLE PLAID SKORTS DRESS,plaid,"Polyester, Fully lined bodice, Non sheer, Slight stretch, Concealed back zipper, Functional pockets, Adjustable straps",,m,4,1,29.9,119.6,Don't miss it!,yes
somerset,153.83,19.3,0,0,male,top,top183,ELLIOT JERSEY OVERSIZED TEE,beige,"Cotton jersey, Non Sheer, Slight Stretch",,l,2,5,30.9,61.8,Beautiful spring blouse,yes
bugis,145.7,0,15.2,20.1,male,bottom,bottom183,LIAM RIPPED DENIM JEANS,light denim,"Functional button, Functional belt loop, Functional zipper, Functional front and back pockets, follow uniqlo sizing",,m,0,3,40.9,0,,no
club street,151.22,17.2,14.9,19.1,female,dress,dress183,MARIE SATIN SLIT MIDI DRESS,mocha,"Satin, Fully lined bodice, Non sheer, Adjustable straps",,m,2,5,29.9,59.8,I don't get it...,yes
bugis,150.11,13.7,0,0,female,top,top183,CLAUDINE BOXY BLAZER OUTERWEAR TOP,brown,"Polyester blend, None, Non sheer, Slight stretch, Functional buttons",claudine,s,0,1,35.9,0,,no
club street,157.33,16.8,14.6,18.9,female,dress,dress183,AMABEL RUCHED BUTTON SHIRT DRESS,gunmetal,"Polyester, Fully lined, Non sheer, Slight stretch, Concealed back zipper, Functional buttons, Ruched details",,m,1,3,33.9,33.9,Absolutely beautiful dress!,yes
somerset,166.64,0,12,18.6,female,bottom,bottom183,PORTER CARGO JOGGER PANTS,moss,"Slight Stretch, Elastic waistband, Elastic band at leg opening, Functional pockets",,s,0,1,30.9,0,Ripped on first day,no
somerset,165.56,0,15.1,20.9,male,bottom,bottom183,THOMAS DENIM BASIC BERMS,beige,"Polyester, Fake Pockets, Non-Stretchable",,m,1,2,30.9,30.9,Way way too long,yes
bugis,150.57,0,16.4,21.9,male,bottom,bottom183,THOMAS DENIM BASIC BERMS,beige,"Polyester, Fake Pockets, Non-Stretchable",,l,0,,30.9,0,"Great, versatile and comfy",no
bugis,182.12,0,12.4,19.9,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,beige,"Soft knit, Stretchable, Functional buttons",,m,0,5,30.9,0,Soft and fabulous,no
somerset,145.5,13.5,0,0,female,top,top183,GRETA BUTTON KNIT VEST TOP,white,"Knit, Non sheer, Functional buttons, Tortoise Shell Buttons Differ from Piece to Piece",,s,0,4,31.9,0,Great transitional top,yes
somerset,165.49,16.3,13.5,17.6,female,dress,dress183,ORIANA TOGA RIBBED DRESS,gunmetal,"Cotton rib, Side Slit Detail",,s,2,2,30.9,61.8,Falling goddess,yes
somerset,153.62,14.4,13.8,18.4,female,dress,dress183,ORIANA TOGA RIBBED DRESS,gunmetal,"Cotton rib, Side Slit Detail",,s,2,2,30.9,61.8,"Cute, definitely needs to be belted",yes
somerset,169.68,0,12.6,18,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,blush,"Soft knit, Stretchable, Functional buttons",,s,0,2,30.9,0,,no
somerset,156.4,17.2,14.6,19.1,female,dress,dress183,ORIANA TOGA RIBBED DRESS,gunmetal,"Cotton rib, Side Slit Detail",,m,0,,30.9,0,,yes
somerset,167.76,14.5,0,0,female,top,top183,CLAUDINE BOXY BLAZER OUTERWEAR TOP,beige,"Polyester blend, None, Non sheer, Slight stretch, Functional buttons",,s,3,4,35.9,107.7,Love this shirt,yes
somerset,184.22,13.2,0,0,female,top,top183,CLAUDINE BOXY BLAZER OUTERWEAR TOP,beige,"Polyester blend, None, Non sheer, Slight stretch, Functional buttons",,s,3,3,35.9,107.7,Love the details,yes
somerset,168.93,13.1,0,0,female,top,top183,CLAUDINE BOXY BLAZER OUTERWEAR TOP,latte,"Polyester blend, None, Non sheer, Slight stretch, Functional buttons",,s,0,1,35.9,0,Beautiful collage of colors,no
club street,173.92,16.5,14.3,18.5,female,dress,dress183,ESTHER SWEETHEART CHIFFON MIDI DRESS,floral,"Chiffon, Fully lined, Non sheer, No stretch, Concealed back zipper, Concealed front slit zipper, Adjustable straps",,m,0,3,30.9,0,Perfection!,no
somerset,147.14,16.7,15,19.1,female,dress,dress183,AMABEL RUCHED BUTTON SHIRT DRESS,black,"Polyester, Fully lined, Non sheer, Slight stretch, Concealed back zipper, Functional buttons, Ruched details",,m,0,3,33.9,0,Beautiful dress,no
somerset,148.53,14.8,0,0,female,top,top183,SAFFRON CROPPED KNIT BUTTON CARDIGAN,green,"Soft knit, Stretchable, Functional buttons",,s,0,3,40.9,0,,no
bugis,152.34,0,14.2,19.7,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,beige,"Soft knit, Stretchable, Functional buttons",,l,4,,30.9,123.6,Great crop staple,yes
somerset,151.18,14.4,0,0,female,top,top183,ELAINE JERSEY CROPPED PULLOVER ,gingham,"Cotton jersery, slight stretch, Non sheer",,s,0,3,35.9,0,,no
bugis,176.6,0,12.7,18.6,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,beige,"Soft knit, Stretchable, Functional buttons",,s,2,3,30.9,61.8,Bought 2 pairs,yes
somerset,165.71,0,13.5,20.1,female,bottom,bottom183,HARRIET PIPED CULOTTES,brown,"Synthetic Cotton Blend, Fully Lined, Non sheer, Slight Stretch, Functional pockets, Functional clasp, Functional zipper",,l,0,2,35.9,0,Love!,no
club street,180.41,19.5,0,0,male,top,top183,CODY SHORT SLEEVED SHIRT,gunmental,"Polyester, Functional buttons, Functional wrist buttons",,l,0,4,33.9,0,Unflattering,no
somerset,177.67,18.3,0,0,male,top,top183,CODY SHORT SLEEVED SHIRT,gunmental,"Polyester, Functional buttons, Functional wrist buttons",,m,0,2,33.9,0,Essential feminine white blouse,no
club street,145.34,0,12.8,18,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,beige,"Soft knit, Stretchable, Functional buttons",,s,4,5,30.9,123.6,Comfy but...,yes
somerset,178.85,16.8,14.5,18.7,female,dress,dress183,MARIE SATIN SLIT MIDI DRESS,gunmental,"Satin, Fully lined bodice, Non sheer, Adjustable straps",,m,0,1,29.9,0,Very straight,no
somerset,163.23,16.7,14.8,19.2,female,dress,dress183,ANDRELLE PLAID SKORTS DRESS,plaid,"Polyester, Fully lined bodice, Non sheer, Slight stretch, Concealed back zipper, Functional pockets, Adjustable straps",,m,0,,29.9,0,Navy oompa loompa,no
bugis,166.55,0,13.4,20.2,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,blush,"Soft knit, Stretchable, Functional buttons",,l,2,2,30.9,61.8,,yes
somerset,152.32,18.6,0,0,male,top,top183,PIERRE LONG SLEEVED BUTTON SHIRT,white,"Polyester, Functional buttons, Functional wrist buttons",,m,4,1,35.9,143.6,A special piece,yes
club street,184.02,0,16,20.4,male,bottom,bottom183,LIAM RIPPED DENIM JEANS,dark denim,"Functional button, Functional belt loop, Functional zipper, Functional front and back pockets, follow uniqlo sizing",,m,0,1,40.9,0,"I ""heart"" this!",no
somerset,171.09,0,12.3,18.1,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,blush,"Soft knit, Stretchable, Functional buttons",,s,0,3,30.9,0,In love with these,no
somerset,184.13,14.4,0,0,female,top,top183,KATIE SWEETHEART BUTTON PUFF SLEEVE TOP,blush,"Polyester blend, Fully lined bodice, Non sheer, Stretchable, Sheer sleeve, Elastic arm band, Non-functional buttons",,s,2,5,33.9,67.8,Surprisingly sweet,yes
somerset,146.19,17.3,15,19,female,dress,dress183,THEA FLUTTER SLEEVE MIDI DRESS ,floral,"Embroidery cotton, Fully lined, Non sheer, No stretch, Concealed back zipper, *Floral placement differs for each piece",,m,0,3,30.9,0,,no
somerset,171.36,0,16,20.4,male,bottom,bottom183,LIAM RIPPED DENIM JEANS,dark denim,"Functional button, Functional belt loop, Functional zipper, Functional front and back pockets, follow uniqlo sizing",denim,m,0,4,40.9,0,Feel great pants,no
somerset,181.43,0,14.4,20.6,female,bottom,bottom183,EVERYDAY CONTRAST STITCH DENIM SHORTS,dark denim,"Functional button, Functional belt loop, Functional zipper, Functional front and back pockets, follow uniqlo sizing",,l,0,5,29.9,0,Very cute by very long,no
bugis,177.85,0,12.6,18.1,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,blush,"Soft knit, Stretchable, Functional buttons",,s,0,0,30.9,0,Not quite perfect,no
somerset,171.75,13.7,0,0,female,top,top183,KATIE SWEETHEART BUTTON PUFF SLEEVE TOP,white,"Polyester blend, Fully lined bodice, Non sheer, Stretchable, Sheer sleeve, Elastic arm band, Non-functional buttons",,s,2,1,33.9,67.8,Great tunic,yes
somerset,150.64,0,12,19.8,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,blush,"Soft knit, Stretchable, Functional buttons",,m,1,1,30.9,30.9,Love these!!,yes
club street,177.82,15,12.8,18,female,dress,dress183,VENICIA SLIT MIDI DRESS,black,"Slight Stretch, Elastic waistband, Elastic band at leg opening, Functional pockets",,s,0,3,34.9,0,,no
somerset,177.17,18.8,0,0,male,top,top183,ELLIOT JERSEY OVERSIZED TEE,pink,"Cotton jersey, Non Sheer, Slight Stretch",,m,0,1,30.9,0,Cute!,no
bugis,173.25,20,0,0,male,top,top183,PIERRE LONG SLEEVED BUTTON SHIRT,white,"Polyester, Functional buttons, Functional wrist buttons",,l,0,2,35.9,0,Every color!,no
somerset,175.5,14.2,0,0,female,top,top183,PHOEBE SWEETHEART BUTTON TOP (SLEEVE),beige,"Polyester, Fully lined bodice, Non sheer , Slight stretch, Concealed back zipper, Non functional buttons",,s,2,4,24.9,49.8,Cute throw on tunic,yes
somerset,152.15,0,12.5,18.9,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,blush,"Soft knit, Stretchable, Functional buttons",,s,0,4,30.9,0,Nice velvet leggings,no
somerset,159.7,14.3,0,0,female,top,top183,SAFFRON CROPPED KNIT BUTTON CARDIGAN,white,"Soft knit, Stretchable, Functional buttons",,s,0,3,40.9,0,I don't want no scrubs...,no
somerset,148.01,0,12.6,18.2,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,blush,"Soft knit, Stretchable, Functional buttons",,s,0,5,30.9,0,Color ruins easily,yes
somerset,163.38,0,12.9,18.3,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,blush,"Soft knit, Stretchable, Functional buttons",,s,1,1,30.9,30.9,Weekend or work - all good,yes
club street,146.96,15.9,0,0,female,top,top183,MAXINE V-NECK LINEN CROP TOP,geometric print,"Made of Linen Material, Comes with Inner Lining, Concealed Back Zipper, Non-functional Buttons",,m,3,5,29.9,89.7,,yes
bugis,155.63,13.7,0,0,female,top,top183,KATIE SWEETHEART BUTTON PUFF SLEEVE TOP,blush,"Polyester blend, Fully lined bodice, Non sheer, Stretchable, Sheer sleeve, Elastic arm band, Non-functional buttons",,s,0,5,33.9,0,Love it!,no
somerset,176.67,14.3,0,0,female,top,top183,SAFFRON CROPPED KNIT BUTTON CARDIGAN,brown,"Soft knit, Stretchable, Functional buttons",,s,0,4,40.9,0,This tunic fits perfectly!,no
somerset,166.81,17.3,15,18.7,female,dress,dress183,JASMINE RUFFLES FLORAL TIE-STRING SLIT MAXI DRESS,floral,"Made From Polyester Blend Material, Back Zipper, Slightly Stretchable Straps, ",,m,2,3,45.9,91.8,Almost.,yes
somerset,180.06,18.3,15.1,20.5,female,dress,dress183,ANDRELLE PLAID SKORTS DRESS,plaid,"Polyester, Fully lined bodice, Non sheer, Slight stretch, Concealed back zipper, Functional pockets, Adjustable straps",,l,3,4,29.9,89.7,,yes
somerset,173.68,0,15.9,20.2,male,bottom,bottom183,THOMAS DENIM BASIC BERMS,brown,"Polyester, Fake Pockets, Non-Stretchable",,m,0,2,30.9,0,Comically bad,no
club street,180.38,14.6,0,0,female,top,top183,ADORA BASIC PADDED CROP TOP,matcha,"Polyester, Fully lined bodice, Slight stretch, Exposed back zipper, Removable padding",,s,1,4,30.9,30.9,Cute top for summer,yes
bugis,166.45,19.2,0,0,male,top,top183,PIERRE LONG SLEEVED BUTTON SHIRT,white,"Polyester, Functional buttons, Functional wrist buttons",,l,0,4,35.9,0,Soft halter top for longer waist,no
somerset,173.93,16.8,14.4,18.5,female,dress,dress183,VENICIA SLIT MIDI DRESS,maroon,"Slight Stretch, Elastic waistband, Elastic band at leg opening, Functional pockets",,m,0,3,34.9,0,Love the lace detail,yes
club street,171.66,16.7,14.4,18.6,female,dress,dress183,VENICIA SLIT MIDI DRESS,black,"Slight Stretch, Elastic waistband, Elastic band at leg opening, Functional pockets",,m,0,5,34.9,0,Horrible,no
somerset,175.47,16.5,14.5,19.3,female,dress,dress183,ANDRELLE PLAID SKORTS DRESS,plaid,"Polyester, Fully lined bodice, Non sheer, Slight stretch, Concealed back zipper, Functional pockets, Adjustable straps",,m,1,3,29.9,29.9,"Pretty dress, poor fit",yes
somerset,155.87,0,15.5,20.7,male,bottom,bottom183,LIAM RIPPED DENIM JEANS,dark denim,"Functional button, Functional belt loop, Functional zipper, Functional front and back pockets, follow uniqlo sizing",denim,m,3,4,40.9,122.7,Super cute,yes
bugis,175.22,14.5,0,0,female,top,top183,CLAUDINE BOXY BLAZER OUTERWEAR TOP,beige,"Polyester blend, None, Non sheer, Slight stretch, Functional buttons",,s,0,5,35.9,0,,no
somerset,159.04,17,14.3,19.2,female,dress,dress183,MARIE SATIN SLIT MIDI DRESS,mocha,"Satin, Fully lined bodice, Non sheer, Adjustable straps",,m,4,4,29.9,119.6,Great dress with a little help added!,yes
bugis,171.13,0,12.8,18.2,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,beige,"Soft knit, Stretchable, Functional buttons",,s,0,2,30.9,0,Very cute,yes
somerset,169.08,16.9,14.9,19.1,female,dress,dress183,ANDRELLE PLAID SKORTS DRESS,plaid,"Polyester, Fully lined bodice, Non sheer, Slight stretch, Concealed back zipper, Functional pockets, Adjustable straps",,m,4,2,29.9,119.6,,yes
somerset,150.68,0,12.5,18.6,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,white,"Soft knit, Stretchable, Functional buttons",,s,0,,30.9,0,Love these jeans,no
somerset,152.61,0,15.2,21.4,male,bottom,bottom183,THOMAS DENIM BASIC BERMS,brown,"Polyester, Fake Pockets, Non-Stretchable",,l,0,1,30.9,0,Love these,yes
somerset,148.93,18.6,0,0,male,top,top183,CODY SHORT SLEEVED SHIRT,white,"Polyester, Functional buttons, Functional wrist buttons",,m,0,5,33.9,0,Cute top,yes
somerset,155.33,17.3,14.1,19.2,female,dress,dress183,BRIELLE BUTTON RIBBED DRESS,grey,"Cotton rib, None, Non sheer,  Stretchable, Functional buttons",,m,4,1,32.9,131.6,New favorite dress,yes
somerset,170.74,0,12.6,18.1,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,blush,"Soft knit, Stretchable, Functional buttons",,s,0,0,30.9,0,Ruined in the wash,no
somerset,154.85,0,12.7,19.5,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,beige,"Soft knit, Stretchable, Functional buttons",,m,1,3,30.9,30.9,Love these,yes
somerset,169.32,18.7,0,0,male,top,top183,PIERRE LONG SLEEVED BUTTON SHIRT,gingham,"Polyester, Functional buttons, Functional wrist buttons",gingham,m,4,1,35.9,143.6,Memories,yes
somerset,170.86,13.1,0,0,female,top,top183,GRETA BUTTON KNIT VEST TOP,white,"Knit, Non sheer, Functional buttons, Tortoise Shell Buttons Differ from Piece to Piece",,s,0,1,31.9,0,Didn't work!,yes
somerset,159.02,0,12.5,18.7,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,blush,"Soft knit, Stretchable, Functional buttons",,s,0,4,30.9,0,Not white...,no
somerset,184.86,17.4,14.3,18.8,female,dress,dress183,BRIELLE BUTTON RIBBED DRESS,grey,"Cotton rib, None, Non sheer,  Stretchable, Functional buttons",grey,m,0,,32.9,0,"Soft, comfortable, and flattering",yes
somerset,173.82,18.8,0,0,male,top,top183,CODY SHORT SLEEVED SHIRT,gunmental,"Polyester, Functional buttons, Functional wrist buttons",,m,1,5,33.9,33.9,Too short again!,yes
club street,163.53,16.7,14,17.6,female,dress,dress183,VENICIA SLIT MIDI DRESS,maroon,"Slight Stretch, Elastic waistband, Elastic band at leg opening, Functional pockets",,m,0,1,34.9,0,Sadly had to return,no
somerset,163.13,18.6,0,0,male,top,top183,CODY SHORT SLEEVED SHIRT,gunmental,"Polyester, Functional buttons, Functional wrist buttons",,m,3,5,33.9,101.7,Pretty but sheer,yes
somerset,159.42,16.8,14.5,18.7,female,dress,dress183,THEA FLUTTER SLEEVE MIDI DRESS ,floral,"Embroidery cotton, Fully lined, Non sheer, No stretch, Concealed back zipper, *Floral placement differs for each piece",,m,0,2,30.9,0,,no
club street,145.53,18.9,0,0,male,top,top183,PIERRE LONG SLEEVED BUTTON SHIRT,black,"Polyester, Functional buttons, Functional wrist buttons",,m,0,3,35.9,0,It is a crop top,no
club street,175.87,16.7,14.3,19.1,female,dress,dress183,VENICIA SLIT MIDI DRESS,maroon,"Slight Stretch, Elastic waistband, Elastic band at leg opening, Functional pockets",,m,0,1,34.9,0,,no
bugis,173.05,0,12.5,19.4,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,blush,"Soft knit, Stretchable, Functional buttons",,m,0,5,30.9,0,Comfortable and pretty linen pants,no
bugis,167.12,17.1,14.6,19.3,female,dress,dress183,ORIANA TOGA RIBBED DRESS,gunmetal,"Cotton rib, Side Slit Detail",,m,1,1,30.9,30.9,Very flattering dress!,yes
somerset,179.85,13.6,0,0,female,top,top183,ADORA BASIC PADDED CROP TOP,blue,"Polyester, Fully lined bodice, Slight stretch, Exposed back zipper, Removable padding",blue,s,0,2,30.9,0,"Cute idea, bad cut",no
club street,173.06,0,12.6,18.9,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,blush,"Soft knit, Stretchable, Functional buttons",,s,0,2,30.9,0,Perfect,no
somerset,164.37,0,12.7,18.4,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,blush,"Soft knit, Stretchable, Functional buttons",,s,0,5,30.9,0,Luv this brand!,no
club street,148.17,0,14.6,20.3,male,bottom,bottom183,THOMAS DENIM BASIC BERMS,beige,"Polyester, Fake Pockets, Non-Stretchable",,m,1,2,30.9,30.9,,yes
bugis,175.94,0,12.2,18.3,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,beige,"Soft knit, Stretchable, Functional buttons",,s,1,4,30.9,30.9,Small but cute,yes
bugis,180.25,13,0,0,female,top,top183,ADORA BASIC PADDED CROP TOP,blue,"Polyester, Fully lined bodice, Slight stretch, Exposed back zipper, Removable padding",crop,s,0,3,30.9,0,Perfect peplum,yes
somerset,179.51,19.1,0,0,male,top,top183,ELLIOT JERSEY OVERSIZED TEE,brown,"Cotton jersey, Non Sheer, Slight Stretch",oversize,l,1,2,30.9,30.9,Very pretty in person,yes
club street,169.08,14.4,13.7,17.7,female,dress,dress183,ESTHER SWEETHEART CHIFFON MIDI DRESS,floral,"Chiffon, Fully lined, Non sheer, No stretch, Concealed back zipper, Concealed front slit zipper, Adjustable straps",,s,1,4,30.9,30.9,Huge!,yes
somerset,173.96,18.2,0,0,male,top,top183,CODY SHORT SLEEVED SHIRT,white,"Polyester, Functional buttons, Functional wrist buttons",,m,0,3,33.9,0,Pros & cons,no
somerset,182.4,16.6,14.9,19.2,female,dress,dress183,BRIELLE BUTTON RIBBED DRESS,grey,"Cotton rib, None, Non sheer,  Stretchable, Functional buttons",,m,0,3,32.9,0,I wish it was the same dress in the store,no
somerset,171.39,15.7,0,0,female,top,top183,PHOEBE SWEETHEART BUTTON TOP (SLEEVE),beige,"Polyester, Fully lined bodice, Non sheer , Slight stretch, Concealed back zipper, Non functional buttons",,m,0,3,24.9,0,Beautiful & tricky,no
somerset,152.32,0,12.1,18.7,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,beige,"Soft knit, Stretchable, Functional buttons",,s,0,4,30.9,0,Cute jeans,no
club street,166.84,0,16.2,21,male,bottom,bottom183,THOMAS DENIM BASIC BERMS,brown,"Polyester, Fake Pockets, Non-Stretchable",,l,3,5,30.9,92.7,Worth every penny!,yes
bugis,149.96,0,12.3,18.2,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,blush,"Soft knit, Stretchable, Functional buttons",,s,0,5,30.9,0,Comfy and cute,no
club street,176.24,13.4,0,0,female,top,top183,PHOEBE SWEETHEART BUTTON TOP (SLEEVE),pink,"Polyester, Fully lined bodice, Non sheer , Slight stretch, Concealed back zipper, Non functional buttons",,s,4,4,24.9,99.6,,yes
club street,145.08,13.8,0,0,female,top,top183,CELINE HIGH CUT RIBBED TOP,black,"Cotton Rib, None, Non sheer, Stretchable",,s,4,,29.9,119.6,Beautiful top,yes
club street,174.43,14.8,0,0,female,top,top183,CLAUDINE BOXY BLAZER OUTERWEAR TOP,latte,"Polyester blend, None, Non sheer, Slight stretch, Functional buttons",,s,0,2,35.9,0,So beautiful! gorgeous orange color!,no
